Cars,Price,Mileage
2012 Nissan Altima 4dr Sdn I4 CVT 2.5 S,"$8,599","Mileage 89,990 km"
2014 Honda Civic 2dr CVT LX,"$8,581","Mileage 145,000 km"
2014 Chevrolet Cruze 4dr Sdn Eco,"$8,569","Mileage 99,000 km"
2015 Hyundai Elantra 4dr Sdn Auto GL,"$8,500","Mileage 152,000 km"
2010 Audi Q5 quattro 4dr 3.2L Premium,"$8,500","Mileage 195,000 km"
2011 Subaru Legacy 4dr Sdn Auto 3.6R w/Limited Pkg,"$8,500","Mileage 153,725 km"
2014 Nissan Sentra 4dr Sdn CVT SL,"$8,500","Mileage 160,000 km"
2010 Acura CSX 4dr Sdn Auto Tech Pkg,"$8,500","Mileage 187,000 km"
2009 Honda Accord Sedan 4dr I4 Auto EX-L,"$8,500","Mileage 107,000 km"
2013 Dodge Charger 4dr Sdn Police RWD,"$8,500","Mileage 174,000 km"
2014 Toyota Camry 4dr Sdn I4 Auto LE,"$8,500","Mileage 235,000 km"
2013 Hyundai Elantra 4dr Sdn Auto GL,"$8,500","Mileage 139,800 km"
2011 Mercedes-Benz C-Class 4dr Sdn C250 4MATIC,"$8,500","Mileage 169,000 km"
2009 Acura TSX 4dr Sdn Man w/Premium Pkg,"$8,500","Mileage 122,371 km"
2013 Hyundai Sonata 4dr Sdn 2.4L Auto GL,"$8,500","Mileage 124,000 km"
2015 Chrysler 200 4dr Sdn Limited FWD,"$8,500","Mileage 159,000 km"
2013 Toyota Corolla 4dr Sdn Auto CE,"$8,500","Mileage 2,000,500 km"
2015 Toyota Corolla 4dr Sdn CVT S,"$8,500","Mileage 191,000 km"
2009 Honda Civic 4dr Auto EX-L,"$8,500","Mileage 52,000 km"
2013 Volkswagen Jetta 4dr Hybrid TSI DSG Comfortline,"$8,500","Mileage 197,000 km"
2011 Kia Optima 4dr Sdn Auto LX,"$8,500","Mileage 20,000 km"
2016 Chevrolet Cruze 4dr Sdn Auto Premier,"$8,500","Mileage 55,000 km"
2013 Chevrolet Sonic 4dr Sdn LT Auto,"$8,500","Mileage 93,000 km"
2015 Chevrolet Cruze 4dr Sdn 1LT,"$8,500","Mileage 156,445 km"
2013 Chrysler 200 4dr Sdn LX,"$8,500","Mileage 19,550 km"
2013 Dodge Dart 4dr Sdn Rallye,"$8,500","Mileage 95,734 km"
2013 Chevrolet Malibu 4dr Sdn LT ECO w/1SE,"$8,500","Mileage 135,000 km"
2012 Acura TL 4dr Sdn Auto SH-AWD,"$8,499","Mileage 227,936 km"
2015 Volkswagen Jetta 4dr 2.0L Auto Trendline+,"$8,490","Mileage 175,000 km"
2013 Volkswagen Jetta 4dr 2.0L Auto Comfortline,"$8,400","Mileage 152,900 km"
2013 Volkswagen Passat 4dr Sdn 2.5L Auto Trendline,"$8,400","Mileage 128,000 km"
2012 Nissan Altima 4dr Sdn I4 CVT 2.5 S,"$8,400","Mileage 107,000 km"
2009 Acura TL 4dr Sdn 3.7L w/Nav Pkg,"$8,400","Mileage 185,000 km"
2015 Chrysler 200 4dr Sdn C FWD,"$8,350","Mileage 117,000 km"
2014 Hyundai Sonata 4dr Sdn 2.4L Auto GLS,"$8,300","Mileage 190,000 km"
2013 Hyundai Elantra 4dr Sdn Auto GL,"$8,200","Mileage 100,000 km"
2013 Volkswagen Jetta 4dr 2.0L Auto Comfortline,"$8,200","Mileage 152,895 km"
2010 Infiniti G37 4dr Sdn Sport RWD,"$8,200","Mileage 227,000 km"
2016 Mercedes-Benz C-Class 4dr Sdn C 450 AMG 4MATIC,"$38,000","Mileage 35,000 km"
2018 Dodge Charger GT AWD,"$27,850","Mileage 31,600 km"
2016 Toyota Camry 4dr Sdn I4 Auto LE,"$17,500","Mileage 77,965 km"
2015 Audi A3 4dr Sdn FrontTrak 1.8T Komfort,"$14,500","Mileage 81,843 km"
2016 Kia Forte 4dr Sdn Auto EX w/Sunroof,"$11,900","Mileage 60,000 km"
2016 Chrysler 200 4dr Sdn LX FWD,"$11,500","Mileage 67,000 km"
2013 Kia Optima Hybrid 4dr Sdn Hybrid,"$11,264","Mileage 93,300 km"
2016 Nissan Sentra 4dr Sdn CVT SL,"$10,499","Mileage 590,000 km"
2016 Hyundai Elantra 4dr Sdn Man GL,"$8,200","Mileage 175,600 km"
2016 Nissan Sentra 4dr Sdn CVT S,"$8,200","Mileage 140,898 km"
2014 Hyundai Sonata 4dr Sdn 2.4L Auto GLS,"$8,200","Mileage 174,000 km"
2011 Buick Regal 4dr Sdn CXL w/1SC (Oshawa Plant),"$8,099","Mileage 115,500 km"
2013 Ford Focus 4dr Sdn SE,"$8,000","Mileage 71,000 km"
2013 Chevrolet Cruze 4dr Sdn LT Turbo w/1SB,"$8,000","Mileage 192,000 km"
2009 Mercedes-Benz E-Class 4dr Sdn 3.0L 4MATIC,"$8,000","Mileage 138,000 km"
2012 Mazda Mazda3 4dr Sdn Auto GS-SKY,"$8,000","Mileage 112,000 km"
2015 Ford Fiesta 4dr Sdn SE,"$8,000","Mileage 89,723 km"
2006 Lexus GS 300 4dr Sdn AWD,"$8,000",Mileage 190 km
2008 Pontiac G6 4dr Sdn SE,"$8,000","Mileage 41,000 km"
2012 Honda Civic 4dr Auto LX,"$8,000","Mileage 150,000 km"
2013 Nissan Rogue FWD 4dr S,"$8,000","Mileage 156,400 km"
2011 BMW 3 Series 4dr Sdn 323i RWD,"$8,000","Mileage 160,000 km"
2010 Nissan Altima 4dr Sdn I4 CVT 2.5 S,"$8,000","Mileage 167,280 km"
2013 Nissan Sentra 4dr Sdn CVT SV,"$8,000","Mileage 109,435 km"
2015 Hyundai Elantra 4dr Sdn Auto GL,"$8,000","Mileage 87,000 km"
2013 Honda Accord Sedan 4dr I4 Auto Sport,"$8,000","Mileage 241,780 km"
2012 Kia Forte 4dr Sdn Auto EX w/Sunroof,"$8,000","Mileage 174,000 km"
2013 Toyota Corolla 4dr Sdn Auto LE,"$8,000","Mileage 200,500 km"
2009 Lexus GS 350 4dr Sdn AWD,"$8,000","Mileage 266,000 km"
2010 Dodge Charger 4dr Sdn SXT RWD,"$8,000","Mileage 151,000 km"
2013 Toyota Corolla 4dr Sdn Auto CE,"$8,000","Mileage 250,000 km"
2015 Chevrolet Cruze 4dr Sdn 1LT,"$8,000","Mileage 142,000 km"
2007 Acura TL 4dr Sdn AT Type-S,"$8,000","Mileage 219,000 km"
2010 Nissan Altima 4dr Sdn I4 CVT 2.5 S,"$7,999","Mileage 98,500 km"
2015 Nissan Sentra 4dr Sdn CVT S,"$7,999","Mileage 141,000 km"
2013 Toyota Corolla 4dr Sdn Auto CE,"$7,999","Mileage 120,976 km"
2013 Volkswagen Jetta 4dr 2.0T TDI DSG Comfortline,"$7,995","Mileage 124,000 km"
2012 Kia Optima 4dr Sdn Auto EX+,"$7,995","Mileage 102,000 km"
2014 Nissan Sentra 4dr Sdn CVT S,"$7,990","Mileage 152,000 km"
2013 Volkswagen Jetta 4dr 2.0L Auto Trendline+,"$7,950","Mileage 78,500 km"
2011 Toyota Camry 4dr Sdn V6 Auto LE,"$7,900","Mileage 167,200 km"
2016 Nissan Sentra 4dr Sdn CVT S,"$7,900","Mileage 140,898 km"
2012 Buick Verano 4dr Sdn w/1SG,"$7,900","Mileage 156,589 km"
2009 Toyota Corolla 4dr Sdn Auto S,"$7,900","Mileage 154,000 km"
2013 Chevrolet Cruze 4dr Sdn LT Turbo w/1SB,"$7,900","Mileage 116,269 km"
2012 Buick Verano 4dr Sdn w/1SB,"$7,900","Mileage 133,000 km"
2011 BMW 3 Series 4dr Sdn 328i xDrive AWD Classic Ed South Africa,"$7,900","Mileage 170,000 km"
2009 Lincoln MKZ 4dr Sdn FWD,"$7,900","Mileage 192,000 km"
2013 Chevrolet Cruze 4dr Sdn LT Turbo w/1SB,"$7,900","Mileage 116,000 km"
2009 Honda Civic 4dr Auto Sport,"$7,900","Mileage 122,000 km"
2007 Cadillac STS 4dr Sdn V6,"$7,899","Mileage 134,024 km"
2013 Chevrolet Cruze 4dr Sdn LT Turbo w/1SA,"$7,800","Mileage 156,000 km"
2010 Toyota Camry 4dr Sdn I4 Auto SE,"$7,800","Mileage 159,000 km"
2012 Toyota Corolla 4dr Sdn Auto CE,"$7,800","Mileage 148,850 km"
2009 Toyota Corolla 4dr Sdn Auto CE,"$7,800","Mileage 63,500 km"
2013 Volkswagen Jetta 4dr 2.5L Auto Highline,"$7,800","Mileage 153,000 km"
2008 Lexus ES 350 4dr Sdn,"$7,800","Mileage 178,000 km"
2006 Toyota Corolla 4dr Sdn LE Auto,"$7,799","Mileage 79,000 km"
2011 Toyota Corolla 4dr Sdn Auto CE,"$7,750","Mileage 124,000 km"
2010 Subaru Impreza 4dr Sdn Man 2.5i w/Sport Pkg,"$7,750","Mileage 163,000 km"
2013 Kia Optima 4dr Sdn Auto EX+,"$7,750","Mileage 223,000 km"
2013 Chevrolet Cruze 4dr Sdn LT Turbo w-1SA,"$7,700","Mileage 100,750 km"
2010 Toyota Camry Hybrid 4dr Sdn,"$7,700","Mileage 100,000 km"
2012 Chevrolet Cruze 4dr Sdn Eco w/1SA,"$7,668","Mileage 123,000 km"
2012 Honda Civic 4dr Auto LX,"$7,644","Mileage 122,500 km"
2011 Volkswagen Jetta 4dr 2.0L Auto Trendline+,"$7,600","Mileage 126,000 km"
2011 Toyota Corolla 4dr Sdn Auto CE,"$7,600","Mileage 91,545 km"
2009 Toyota Corolla 4dr Sdn Auto CE,"$7,500","Mileage 199,500 km"
2005 Toyota Camry 4dr Sdn SE Auto,"$7,500","Mileage 190,000 km"
2015 Honda Civic Sedan 4dr Auto LX,"$7,500","Mileage 10,800 km"
2013 Nissan Sentra 4dr Sdn CVT SV,"$7,500","Mileage 115,400 km"
2008 Acura TL 4dr Sdn Auto w/Nav Pkg,"$7,500","Mileage 211,000 km"
2014 Dodge Avenger 4dr Sdn,"$7,500","Mileage 137,420 km"
2013 Chevrolet Cruze 4dr Sdn LT Turbo w/1SA,"$7,500","Mileage 110,000 km"
2011 Chevrolet Malibu 4dr Sdn LS,"$7,500","Mileage 74,000 km"
2009 Acura TL 4dr Sdn 3.7L,"$7,500","Mileage 140,000 km"
2010 Honda Accord 2dr I4 Auto EX,"$7,500","Mileage 136,100 km"
2013 Nissan Sentra 4dr Sdn CVT S,"$7,500","Mileage 132,000 km"
2012 Volkswagen Jetta 4dr 2.5L Auto Comfortline,"$7,500","Mileage 127,000 km"
2013 Hyundai Elantra 4dr Sdn Auto GL,"$7,500","Mileage 140,000 km"
2012 Hyundai Accent 4dr Sdn Auto GL,"$7,500","Mileage 73,149 km"
2009 Acura TL 4dr Sdn 3.5L w/Nav Pkg,"$7,500","Mileage 213,000 km"
2011 Subaru Impreza 4dr Sdn Auto 2.5i,"$7,500","Mileage 116,000 km"
2010 Chrysler 300 4dr Sdn Touring RWD,"$7,500","Mileage 85,000 km"
2011 Suzuki Kizashi 4dr Sdn CVT FWD S,"$7,500","Mileage 97,700 km"
2012 Chevrolet Cruze 4dr Sdn LT Turbo w/1SA,"$7,500","Mileage 122,000 km"
2011 Subaru Impreza 4dr Sdn Auto 2.5i,"$7,500","Mileage 160,000 km"
2013 Ford Focus 4dr Sdn SE,"$7,500","Mileage 109,000 km"
2013 Chevrolet Cruze 4dr Sdn LTZ Turbo w/1SA,"$7,500","Mileage 150,000 km"
2007 BMW 3 Series 4dr Sdn 335i RWD,"$7,500","Mileage 175,500 km"
2013 Hyundai Elantra 4dr Sdn Auto Limited,"$7,500","Mileage 152,000 km"
2013 Kia Rio 4dr Sdn Auto EX,"$7,500","Mileage 83,000 km"
2007 Pontiac G6 4dr Sdn GT,"$7,500","Mileage 86,000 km"
2013 Hyundai Elantra 4dr Sdn Auto GLS,"$7,500","Mileage 110,000 km"
2012 Nissan Altima 4dr Sdn I4 CVT 2.5 S,"$7,500","Mileage 83,700 km"
2013 Honda Civic 4dr Auto EX,"$7,500","Mileage 174,000 km"
2008 Acura TL 4dr Sdn Auto,"$7,500","Mileage 158,000 km"
2013 Buick Verano 4dr Sdn Comfort,"$7,500","Mileage 127,000 km"
2014 Nissan Sentra 4dr Sdn CVT SR,"$7,500","Mileage 129,000 km"
2012 Hyundai Sonata 4dr Sdn 2.4L Auto Limited w/Navi,"$7,499","Mileage 160,000 km"
2012 Chevrolet Malibu 4dr Sdn LT,"$7,450","Mileage 160,000 km"
2012 Ford Focus 4dr Sdn SEL,"$7,422","Mileage 200,000 km"
2012 Kia Optima 4dr Sdn Auto LX,"$7,200","Mileage 210,721 km"
2005 Chrysler 300 4dr Sdn 300C RWD,"$7,200","Mileage 86,000 km"
2010 Audi A4 4dr Sdn Auto quattro 2.0T Premium,"$7,200","Mileage 170,000 km"
2008 BMW 5 Series 4dr Sdn 528i RWD,"$7,200","Mileage 179,000 km"
2012 Volkswagen Passat 4dr Sdn 2.5L Auto Comfortline,"$7,200","Mileage 169,000 km"
2014 Kia Optima 4dr Sdn Auto LX,"$7,100","Mileage 150,400 km"
2017 Kia Rio 4dr Sdn Auto LX+,"$10,200","Mileage 71,300 km"
2005 BMW 3 Series 4dr Sdn AWD 330xi,"$9,999","Mileage 195,000 km"
2013 Nissan Altima 4dr Sdn I4 CVT 2.5 SL,"$8,900","Mileage 134,096 km"
2015 Chrysler 200 4dr Sdn C FWD,"$8,350","Mileage 117,000 km"
2012 Hyundai Sonata 4dr Sdn 2.4L Auto Limited w/Navi,"$7,499","Mileage 160,000 km"
2012 Honda Civic 4dr Auto EX-L,"$6,900","Mileage 172,000 km"
2006 BMW 3 Series 4dr Sdn RWD 323i,"$5,300","Mileage 139,700 km"
2009 Mazda Mazda3 4dr Sdn Man GT,"$3,000","Mileage 182,000 km"
2013 Toyota Corolla 4dr Sdn Auto LE,"$7,100","Mileage 196,500 km"
2012 Honda Civic 4dr Auto LX,"$7,099","Mileage 124,999 km"
2014 Volkswagen Jetta 4dr 1.8 TSI Auto Highline,"$7,000","Mileage 87,000 km"
2012 Volkswagen Jetta 4dr 2.5L Man Comfortline,"$7,000","Mileage 110,000 km"
2004 Lexus IS 300 4dr Sdn Auto,"$7,000","Mileage 148,000 km"
2008 Subaru Legacy 4dr Sdn Auto 2.5GT,"$7,000","Mileage 144,350 km"
2013 Volkswagen Jetta 4dr 2.0L Man Comfortline,"$7,000","Mileage 123,000 km"
2010 Mazda Mazda6 4dr Sdn I4 Auto GS,"$7,000","Mileage 125,000 km"
2012 Subaru Impreza 4dr Sdn CVT 2.0i w/Sport Pkg,"$7,000","Mileage 125,899 km"
2013 Hyundai Accent 4dr Sdn Auto GLS,"$7,000","Mileage 64,000 km"
2013 Dodge Dart 4dr Sdn SXT,"$7,000","Mileage 101,000 km"
2006 Acura TL 4dr Sdn Auto w/Navigation Pkg,"$7,000","Mileage 155,000 km"
2011 Honda Accord Sedan 4dr I4 Auto EX,"$7,000","Mileage 159,099 km"
2015 Chrysler 200 4dr Sdn Limited FWD,"$7,000","Mileage 96,000 km"
2012 Ford Focus 4dr Sdn SE,"$7,000","Mileage 69,000 km"
2008 Acura TL 4dr Sdn Auto,"$7,000","Mileage 179,000 km"
2010 Toyota Corolla 4dr Sdn Auto CE,"$7,000","Mileage 152,000 km"
2008 Audi A4 4dr Sdn Aut 2.0T quattro Progressiv,"$7,000","Mileage 199,000 km"
2014 Chevrolet Cruze 4dr Sdn 1LT,"$7,000","Mileage 109,920 km"
2011 BMW 3 Series 4dr Sdn 323i RWD,"$7,000","Mileage 173,000 km"
2011 Hyundai Elantra 4dr Sdn Auto GL,"$7,000","Mileage 152,000 km"
2013 Nissan Rogue AWD 4dr S,"$7,000","Mileage 156,125 km"
2012 Chevrolet Cruze 4dr Sdn Eco w/1SA,"$7,000","Mileage 66,157 km"
2012 Honda Civic 4dr Auto LX,"$7,000","Mileage 139,324 km"
2014 Kia Forte 4dr Sdn Auto EX,"$7,000","Mileage 120,000 km"
2009 Jaguar XF 4dr Sdn Luxury,"$7,000","Mileage 172,869 km"
2012 Chevrolet Cruze 4dr Sdn LT Turbo+ w/1SB,"$7,000","Mileage 147,000 km"
2006 Dodge Charger 4dr Sdn R/T RWD,"$7,000","Mileage 205,000 km"
2013 Hyundai Elantra 4dr Sdn Auto GL,"$7,000","Mileage 112,826 km"
2011 Volkswagen Jetta 4dr 2.5L Auto Highline,"$6,999","Mileage 195,000 km"
2011 Toyota Camry Hybrid 4dr Sdn,"$6,999","Mileage 201,000 km"
2010 Mazda Mazda3 4dr HB Sport Man GS,"$6,999","Mileage 218,000 km"
2012 Nissan Altima 4dr Sdn V6 CVT 3.5 S,"$6,999",Mileage 130 km
2011 Toyota Corolla 4dr Sdn Auto LE,"$6,999","Mileage 147,000 km"
2013 Volkswagen Jetta 4dr 2.0L Man Trendline+,"$6,995",Mileage 109 km
2013 Chevrolet Cruze 4dr Sdn Eco w/1SA,"$6,995","Mileage 9,500 km"
2012 Hyundai Sonata 4dr Sdn 2.4L Auto GL,"$6,995","Mileage 73,500 km"
2013 Lincoln MKZ 4dr Sdn I4 EcoBoost FWD,"$6,995","Mileage 330,000 km"
2014 Kia Forte 4dr Sdn Auto EX,"$6,990","Mileage 135,000 km"
2010 Lincoln MKS 4dr Sdn 3.5L AWD,"$6,980","Mileage 207,337 km"
2011 Hyundai Sonata 4dr Sdn 2.4L Auto GLS,"$6,975","Mileage 222,000 km"
2013 Nissan Sentra 4dr Sdn CVT SV,"$6,950","Mileage 122,000 km"
2013 Toyota Corolla 4dr Sdn Auto CE,"$6,950","Mileage 187,000 km"
2008 Dodge Charger 4dr Sdn SE RWD,"$6,900","Mileage 250,000 km"
2011 Hyundai Sonata 4dr Sdn 2.4L Auto GLS,"$6,900","Mileage 140,000 km"
2010 Mazda Mazda6 4dr Sdn I4 Auto GT,"$6,900","Mileage 125,000 km"
2012 Nissan cube 5dr Wgn I4 CVT 1.8 S,"$6,900",Mileage 124 km
2012 Honda Civic 4dr Auto EX-L,"$6,900","Mileage 172,000 km"
2017 Ford Fusion 4dr Sdn SE FWD,"$6,900","Mileage 65,000 km"
2007 Cadillac CTS 4dr Sdn 2.8L,"$6,900","Mileage 102,000 km"
2012 Ford Focus 4dr Sdn SEL,"$6,900","Mileage 128,000 km"
2011 Volkswagen Jetta 4dr 2.0L Auto Trendline+,"$6,900","Mileage 124,345 km"
2013 Ford Focus 4dr Sdn SE,"$6,900","Mileage 63,000 km"
2014 Volkswagen Jetta 4dr 2.0L Auto Trendline+,"$6,899","Mileage 156,000 km"
2013 Volkswagen Jetta 4dr 2.0T TDI DSG Comfortline,"$6,895","Mileage 165,000 km"
2006 Toyota Corolla 4dr Sdn LE Auto,"$6,830","Mileage 78,930 km"
2014 Hyundai Accent 4dr Sdn Man L,"$6,800","Mileage 87,181 km"
2013 Nissan Sentra 4dr Sdn Man SV,"$6,800","Mileage 147,000 km"
2011 Mazda Mazda3 4dr Sdn Auto GX,"$6,800","Mileage 96,123 km"
2015 Buick Verano 4dr Sdn Base,"$6,800","Mileage 133,000 km"
2010 Honda Accord Sedan 4dr I4 Auto LX,"$6,800","Mileage 175,000 km"
2011 Hyundai Sonata 4dr Sdn 2.4L Auto Limited,"$6,800","Mileage 150,300 km"
2012 Honda Civic 4dr Auto LX,"$6,800","Mileage 142,000 km"
2012 Honda Civic 4dr Auto LX,"$6,800","Mileage 140,000 km"
2010 Honda Civic 4dr Auto Sport,"$6,799","Mileage 110,000 km"
2006 Lexus GS 300 4dr Sdn AWD,"$6,780","Mileage 210,000 km"
2014 Fiat 500L 5dr HB Sport,"$6,750","Mileage 84,000 km"
2012 Honda Civic 4dr Auto EX-L,"$6,750","Mileage 238,000 km"
2015 Hyundai Elantra 4dr Sdn Auto Sport Appearance,"$6,700","Mileage 170,000 km"
2012 Ford Fusion 4dr Sdn SEL FWD,"$6,700","Mileage 104,300 km"
2014 Chevrolet Cruze 4dr Sdn 1LT,"$6,700","Mileage 114,000 km"
2009 Acura TL 4dr Sdn 3.7L w/Nav Pkg,"$6,700","Mileage 174,000 km"
2011 Mazda Mazda3 4dr Sdn Man GS,"$6,700","Mileage 84,300 km"
2011 Ford Fusion 4dr Sdn V6 SPORT AWD,"$6,699","Mileage 199,359 km"
2012 Toyota Camry 4dr Sdn I4 Auto LE,"$6,621","Mileage 247,000 km"
2013 Subaru Impreza 4dr Sdn Man 2.0i w/Touring Pkg,"$6,599","Mileage 174,963 km"
2014 Ford Focus 4dr Sdn SE,"$6,547","Mileage 135,000 km"
2009 Toyota Camry 4dr Sdn V6 Auto SE,"$6,500","Mileage 186,000 km"
2011 Ford Fiesta 4dr Sdn SE,"$6,500","Mileage 72,000 km"
2009 Honda Accord 2dr I4 Auto EX,"$6,500","Mileage 194,756 km"
2008 Volvo S60 4dr Sdn 2.5T Auto FWD w/Snrf,"$6,500","Mileage 135,000 km"
2012 Ford Focus 4dr Sdn SE,"$6,500","Mileage 112,600 km"
2009 BMW 3 Series 4dr Sdn 323i RWD,"$6,500","Mileage 160,000 km"
2013 Chevrolet Cruze 4dr Sdn LT Turbo w/1SA,"$6,500","Mileage 157,000 km"
2011 Scion xB 5dr HB Auto,"$6,500","Mileage 134,000 km"
2012 Mazda Mazda3 4dr Sdn Auto GS-SKY,"$6,500","Mileage 189,643 km"
2012 Volkswagen Passat 4dr Sdn 2.5L Auto Trendline,"$6,500","Mileage 197,872 km"
2013 Hyundai Elantra 4dr Sdn Auto GL,"$6,500","Mileage 166,000 km"
2012 Honda Civic 4dr Auto LX,"$6,500","Mileage 150,000 km"
2014 Kia Forte 4dr Sdn Auto LX,"$6,500","Mileage 163,000 km"
2006 BMW 3 Series 4dr Sdn AWD 330xi,"$6,500","Mileage 139,163 km"
2008 Cadillac CTS 4dr Sdn w/1SB,"$6,500","Mileage 130,000 km"
2010 Kia Forte 4dr Sdn Auto EX,"$6,500","Mileage 150,000 km"
2010 Kia Forte 4dr Sdn Auto EX,"$6,500","Mileage 150,000 km"
2012 Mazda Mazda3 4dr Sdn Auto GS-SKY,"$6,500","Mileage 1,600 km"
2009 Acura TSX 4dr Sdn Auto w/Premium Pkg,"$6,500","Mileage 200,000 km"
2007 Toyota Camry 4dr Sdn I4 Auto LE,"$6,500","Mileage 142,960 km"
2009 Audi A4 4dr Sdn Auto 3.2L quattro,"$6,500","Mileage 180,000 km"
2012 Nissan Altima 4dr Sdn I4 CVT 2.5 S,"$6,500","Mileage 190,000 km"
2011 BMW 3 Series 4dr Sdn 323i RWD,"$6,500","Mileage 174,174 km"
2016 Mercedes-Benz C-Class 4dr Sdn C 450 AMG 4MATIC,"$38,000","Mileage 35,000 km"
2014 BMW 3 Series 4dr Sdn 328d xDrive AWD,"$20,995","Mileage 93,300 km"
2016 Toyota Camry 4dr Sdn I4 Auto LE,"$17,500","Mileage 77,965 km"
2015 Audi A3 4dr Sdn FrontTrak 1.8T Komfort,"$14,500","Mileage 81,843 km"
2016 Chrysler 200 4dr Sdn LX FWD,"$11,500","Mileage 67,000 km"
2016 Ford Focus 4dr Sdn SE,"$10,500","Mileage 600,250 km"
2010 Cadillac CTS 4dr Sdn 3.0L AWD,"$5,500","Mileage 214,000 km"
2006 Dodge Charger 4dr Sdn RWD,"$3,600","Mileage 205,000 km"
2015 Nissan Altima 4dr Sdn I4 CVT 2.5,"$6,500","Mileage 270,000 km"
2011 Kia Optima 4dr Sdn Turbo SX,"$6,500","Mileage 111,795 km"
2010 Audi A4 4dr Sdn Auto quattro 2.0T,"$6,500","Mileage 182,000 km"
2011 Chrysler 200 4dr Sdn Touring,"$6,500","Mileage 95,150 km"
2011 Kia Optima 4dr Sdn Turbo SX,"$6,500","Mileage 144,000 km"
2008 Mercedes-Benz C-Class 4dr Sdn 3.0L 4MATIC,"$6,500","Mileage 193,000 km"
2010 Toyota Matrix 4dr Wgn Auto FWD,"$6,500","Mileage 143,000 km"
2010 Toyota Camry 4dr Sdn I4 Auto SE,"$6,500",Mileage 194 km
2013 Chevrolet Cruze 4dr Sdn LT Turbo w-1SB,"$6,500","Mileage 122,000 km"
2009 Mazda Mazda6 4dr Sdn I4 Auto GT,"$6,500","Mileage 161,000 km"
2004 Acura TL 4dr Sdn 3.2L Auto,"$6,500","Mileage 210,000 km"
2013 Chevrolet Cruze 4dr Sdn Eco w/1SA,"$6,500","Mileage 125,000 km"
2011 Chevrolet Cruze 4dr Sdn LS w/1SA,"$6,500","Mileage 65,500 km"
2010 Toyota Corolla 4dr Sdn Auto CE,"$6,500","Mileage 121,000 km"
2012 Honda Civic 4dr Auto LX,"$6,500","Mileage 180,000 km"
2009 Honda Civic 4dr Auto Sport,"$6,500","Mileage 153,000 km"
2017 Ford Focus 4dr Sdn SE,"$6,500","Mileage 177,400 km"
2013 Honda Civic 4dr Man EX,"$6,500","Mileage 177,800 km"
2008 Acura TL 4dr Sdn Auto Type-S,"$6,500","Mileage 196,000 km"
2004 Pontiac Bonneville 4dr Sdn SE,"$6,500","Mileage 138,000 km"
2011 Subaru Impreza 4dr Sdn Auto 2.5i,"$6,500","Mileage 161,000 km"
2012 Nissan Versa 4dr Sdn I4 CVT 1.6 SV,"$6,498","Mileage 101,000 km"
2014 Ford Focus 4dr Sdn S,"$6,400","Mileage 95,000 km"
2009 Chevrolet Malibu 4dr Sdn Hybrid,"$6,400","Mileage 89,000 km"
2007 Saab 9-3 4dr Sdn Auto,"$6,300","Mileage 143,000 km"
2013 Volkswagen Jetta 4dr 2.0L Auto Comfortline,"$6,300","Mileage 180,850 km"
2009 Mitsubishi Lancer 4dr Sdn CVT SE,"$6,250","Mileage 58,000 km"
2010 Buick LaCrosse 4dr Sdn CX FWD V6,"$6,250","Mileage 144,000 km"
2009 Acura TSX 4dr Sdn Auto,"$6,250","Mileage 168,822 km"
2008 Toyota Camry Hybrid 4dr Sdn,"$6,200","Mileage 149,000 km"
2011 Toyota Camry 4dr Sdn I4 Auto SE,"$6,200","Mileage 255,000 km"
2007 Toyota Camry 4dr Sdn I4 Auto LE,"$6,200","Mileage 142,962 km"
2008 Honda CR-V 4WD 5dr EX,"$6,200","Mileage 241,000 km"
2013 Chevrolet Cruze 4dr Sdn LT Turbo w-1SA,"$6,200","Mileage 150,500 km"
2007 Toyota Camry 4dr Sdn V6 Auto SE,"$6,200","Mileage 198,000 km"
2010 Kia Soul 5dr Wgn Auto 2u,"$6,200","Mileage 145,000 km"
2006 Audi A8 L 4dr Sdn 4.2L quattro LWB Auto,"$6,150","Mileage 255,125 km"
2007 Toyota Avalon 4dr Sdn XLS,"$6,100","Mileage 185,682 km"
2011 Honda Civic 4dr Auto SE,"$6,100","Mileage 176,000 km"
2012 Nissan Altima 4dr Sdn I4 CVT 2.5 S,"$6,100","Mileage 131,000 km"
2008 Toyota Yaris 4dr Sdn Auto,"$6,000","Mileage 77,800 km"
2013 Kia Forte 4dr Sdn Man EX w/Sunroof,"$6,000","Mileage 110,089 km"
2007 Volkswagen GTI 4dr HB DSG,"$6,000","Mileage 176,818 km"
2013 Kia Optima 4dr Sdn Auto EX,"$6,000","Mileage 259,000 km"
2008 Honda Accord 2dr V6 Auto EX-L,"$6,000","Mileage 220,000 km"
2013 Nissan Sentra 4dr Sdn CVT S,"$6,000","Mileage 165,000 km"
2008 Acura TSX 4dr Sdn Auto w/Nav Pkg,"$6,000","Mileage 145,600 km"
2012 Ford Focus 4dr Sdn Titanium,"$6,000","Mileage 144,500 km"
2011 Kia Optima 4dr Sdn Auto LX,"$6,000","Mileage 180,000 km"
2009 Ford Focus 4dr Sdn SE,"$6,000",Mileage 150 km
2010 Ford Focus 4dr Sdn SE,"$6,000",Mileage 120 km
2007 Chrysler 300 4dr Sdn 300 RWD,"$6,000","Mileage 85,222 km"
2011 Kia Optima 4dr Sdn Hybrid Premium,"$6,000","Mileage 182,000 km"
